"","replicate","ANO","REGIAO","UF","MUNICIPIO","AREA","DEPENDENCIA_ADM","LOCALIZACAO","NOTA_LP","NOTA_MT","SEXO","RACA_COR","IDADE","COMPUTADOR","MORA_MÃE","MORA_PAI","REUNIÕES_ESCOLARES","USO_TEMPO_TELAS","AFAZERES_DOM","BIBLIOTECA"
"1349",14,2017,3,35,3501608,2,3,1,316.425988,259.944347,"B","A","D","B","A","A","A","B","A","B"
"1350",14,2017,2,24,2403251,2,3,1,181.361689,189.974698,"A","C","C",NA,"A","A","C","D","A","A"
"1351",14,2017,2,23,2304251,2,3,1,250.116057,260.220791,"A","C","D","A","A","B","B","D","E","B"
"1352",14,2017,3,31,3165537,2,3,1,273.6331,240.545462,"B","C","D","A","B","C","A","B","B","B"
"1353",14,2017,3,35,3548708,2,3,1,163.660908,209.119833,"A","A","C","C","A","A","A","B","A","B"
"1354",14,2017,1,17,1701002,2,3,1,144.412168,164.054519,"A","D","D","A","C","A","A","B","B","B"
"1355",14,2017,2,29,2919306,2,3,2,150.745867,158.879281,"A","A","C","A","A","A","A","A","D","A"
"1356",14,2017,3,33,3304557,1,3,1,195.386696,201.211795,"A","E","C","B","A","A","B","A","E","B"
"1357",14,2017,5,52,5221858,2,3,1,257.662085,217.600599,"B","F","D","A","A","A","A","D","E","C"
"1358",14,2017,2,25,2507507,1,2,1,210.617311,240.844765,"A","C","C","C","A","A","B","A","A","B"
"1359",14,2017,3,35,3550308,1,2,1,320.311998,349.529129,"B","C","C","B","A","A","A","A","E","B"
"1360",14,2017,3,35,3543402,2,2,1,247.45031,264.659368,"A","C","D","B","A","A","A","C","E","C"
"1361",14,2017,3,35,3550308,1,3,1,215.655434,217.527101,"B","A","D","C","A","B","B","B","A","B"
"1362",14,2017,3,35,3504503,2,3,1,246.428493,248.387323,"B","A","D","C","A","C","C","C","A","C"
"1363",14,2017,3,35,3513801,2,3,1,219.553124,217.783647,"A","E","E","A","A","C","C","D","E","C"
"1364",14,2017,5,52,5214507,2,3,1,187.955428,216.072224,"A","E","C","B","A","A","C","A","A","C"
"1365",14,2017,2,29,2928950,2,3,2,151.304403,173.539839,"B","C","D","A","A","B","A","C","A","A"
"1366",14,2017,3,35,3518800,2,2,1,194.212326,239.094385,"A","C","D","A","A","B","A","B","A","A"
"1367",14,2017,1,15,1505536,2,3,1,119.344798,153.310673,"A","C","E","A","A","A","A","B","A","C"
"1368",14,2017,3,33,3304557,1,3,1,173.885354,245.953156,"A","C","D","B","A","A","A","D","C","B"
"1369",14,2017,1,15,1507458,2,3,1,194.266593,190.231803,"A","A","E","A","B","A","A","C","C","A"
"1370",14,2017,3,35,3527603,2,3,1,233.727104,249.667705,"A","A","C","B","A","A","A","B","A","B"
"1371",14,2017,5,50,5002704,1,3,1,204.343555,231.669257,"B","A","B","A","C","B","A","D","C","A"
"1372",14,2017,4,43,4315602,2,3,1,238.304481,256.743003,"B","C","D","B","A","A","A","B","A","C"
"1373",14,2017,5,53,5300108,1,2,1,221.864732,214.118116,"B","A","F","B","A","B","A","E","D","C"
"1374",14,2017,3,31,3136959,2,3,1,274.080899,277.897969,"A","C","D","A","A","A","C","A","A","B"
"1375",14,2017,3,31,3159902,2,3,1,327.98733,281.037777,"A","B","D","B","A","A","A","D","E","A"
"1376",14,2017,2,29,2916807,2,3,1,169.988766,143.442882,"B","F","D","D","A","A","C","B",NA,"A"
"1377",14,2017,3,35,3529401,2,2,1,201.480573,191.617709,"B","B","C","B","A","A","A","C","B","A"
"1378",14,2017,5,50,5000807,2,3,1,215.188738,217.930755,"B","C",NA,"A","B","A","A","B","A","B"
"1379",14,2017,3,35,3550308,1,3,1,176.68867,149.30582,"B","C","D","B","A","B","A","B","D","C"
"1380",14,2017,5,52,5215603,2,3,2,165.185561,223.541954,"A","B","C","A","A","A","A","C","A","C"
"1381",14,2017,4,42,4202404,2,2,1,188.749544,215.413253,"A","A","C","B","A","A","A","B","A","B"
"1382",14,2017,3,33,3304557,1,3,1,178.345548,208.004334,"B","B","C","B","A","B","A","A","B","B"
"1383",14,2017,4,42,4204608,2,3,1,214.480678,248.9183,"A","C","C","B","A","A","B","D","E","B"
"1384",14,2017,3,35,3518800,2,3,1,156.691928,209.983928,"A","C","D","B","A","A","B","B","C","B"
"1385",14,2017,2,23,2307304,2,3,1,234.209832,262.607784,"A","C","D","B","A","A","A","A","E","B"
"1386",14,2017,4,41,4122404,2,3,1,288.044091,351.709042,"B","A","C","C","A","A","C","C","B","C"
"1387",14,2017,3,33,3301702,2,3,1,198.801218,236.694033,"A","C","D","A","A","B","B","E","E","B"
"1388",14,2017,4,41,4127700,2,3,1,192.762324,242.778416,"A","C","C","B","B","A","A","B","A","A"
"1389",14,2017,3,31,3163706,2,2,1,255.451849,262.958565,"A","A","C","A","A","A",NA,NA,NA,"A"
"1390",14,2017,4,41,4101507,2,3,1,249.661923,279.762481,"A","B","C","B","A","A","B","B","B","A"
"1391",14,2017,3,35,3506508,2,3,1,258.979588,261.383631,"A","C","C","A","A","B","B","D","E","B"
"1392",14,2017,1,15,1502400,2,3,2,275.21158,247.965224,"B","C","C","A","A","A","A","B","A","A"
"1393",14,2017,4,41,4124400,2,3,1,225.089622,265.423472,"A","F","B","B","A","A","B","C","A","B"
"1394",14,2017,2,21,2106375,2,3,1,172.071956,214.217828,"A","C","E","B","A","A","A","A","D","B"
"1395",14,2017,4,43,4315800,2,3,2,210.666124,180.831943,"B","C","C","B","A","A","A","B","A","C"
"1396",14,2017,2,27,2709301,2,3,1,155.485989,170.469729,"A","C","F","A","A","A","A","A","E","A"
"1397",14,2017,5,52,5208707,1,3,1,194.638638,124.602137,"B","B","D","B","A","A","C","C","A","C"
"1398",14,2017,1,13,1301100,2,3,2,132.062771,170.483534,"A","C","E","B","A","A","C","E","D","A"
"1399",14,2017,4,42,4204202,2,2,1,240.950119,292.035263,"B","A","D","C","A","A","B","C","A","B"
"1400",14,2017,1,15,1508209,2,3,1,138.342092,180.331819,"A","C","E","A","A","A","B","D","A","A"
"1401",15,2017,1,15,1506138,2,3,1,190.389673,167.29566,"B","C","D","A","A","B","A","D","A","C"
"1402",15,2017,1,13,1302603,1,3,1,254.362047,237.463615,"A","C","C","A","A","A","A","B","D","B"
"1403",15,2017,4,43,4313409,2,3,1,196.599632,226.168111,"B","A","C","B","A","A","C","B","E","C"
"1404",15,2017,4,42,4202073,2,3,1,285.611554,275.906805,"A","A","D","D","A","A","A","C","A","C"
"1405",15,2017,3,33,3304508,2,3,1,213.257826,189.993758,"B","B","E","A","A","A","B","B","B","B"
"1406",15,2017,3,31,3154606,2,2,1,195.673677,169.342493,"A",NA,"D",NA,"A","A","B","D","A","A"
"1407",15,2017,3,31,3152006,2,3,1,148.902112,198.357486,"A","C","C","A","A","B","B","A","C","A"
"1408",15,2017,4,43,4314100,2,3,1,240.973589,214.940795,"B","A","D","C","A","A","A","B","E","C"
"1409",15,2017,2,25,2501401,2,3,2,131.101171,152.269007,"A",NA,"D","A","A","A","C","A","C","B"
"1410",15,2017,1,13,1304302,2,3,1,165.008712,161.670656,"A","C","E","A","A","B","A","A","A","B"
"1411",15,2017,3,33,3306107,2,3,1,267.287391,258.452805,"A","B","C","B","B","A","A",NA,"A","B"
"1412",15,2017,4,41,4101507,2,3,1,249.661923,279.762481,"A","B","C","B","A","A","B","B","B","A"
"1413",15,2017,4,42,4205407,1,2,1,190.958126,238.355992,"A","A","C","B",NA,"B","B","B","D","C"
"1414",15,2017,1,15,1507607,2,3,1,261.874799,326.571523,"A","A","D","A","A","B","A","D","C","B"
"1415",15,2017,3,35,3550308,1,3,1,204.92804,247.990879,"A","E","D","B","A","A","A","D","E","A"
"1416",15,2017,2,21,2101202,2,3,1,112.915348,114.146527,"A","C","D","B","A","A","A","B","C","C"
"1417",15,2017,3,35,3546801,2,3,1,170.374199,201.073461,"A","F","E","A","B","A","A","D","E","C"
"1418",15,2017,5,53,5300108,1,2,1,249.423809,206.723617,"A","C","E","D","A","B","C","A","C","C"
"1419",15,2017,2,26,2611606,1,2,1,210.726617,212.333083,"B","C","D","B","A","B","A","C","A","B"
"1420",15,2017,4,41,4106902,1,3,1,235.748039,267.540171,"B","A","C","A","B","B","A","D","A","B"
"1421",15,2017,3,35,3538709,2,2,1,215.143617,213.555001,"A","A","C","B","A","A","B","D","A","C"
"1422",15,2017,5,50,5002704,1,3,1,248.110493,243.390605,"A","C","D","A","A","A","C","E","A","C"
"1423",15,2017,3,33,3304144,2,3,1,178.564103,212.015894,"A","F","D","A","A","A","A","D","A","B"
"1424",15,2017,4,43,4309209,2,3,1,242.301339,236.376621,"B","A","D","C","A","A",NA,"E","A","C"
"1425",15,2017,5,50,5003702,2,3,1,246.657296,236.089166,"B","A","D","C","A","B","C","B","C","B"
"1426",15,2017,2,21,2108603,2,3,1,234.488935,190.67352,"B","C","D","B","A","A","A","B","A","A"
"1427",15,2017,5,50,5008305,2,3,1,221.068577,288.757569,"A","F","E","B","A","C","C","B","A","B"
"1428",15,2017,2,27,2701308,2,3,1,216.195294,197.064752,"A","C","C","A","A","B","B","D","E","B"
"1429",15,2017,4,43,4305108,2,3,1,274.159847,261.951106,"A","A","D","B","A","A","C","E","A","C"
"1430",15,2017,4,42,4203808,2,2,1,258.231144,295.011921,"A","A","D","B","A","A","C","D","A","C"
"1431",15,2017,4,42,4202404,2,2,1,188.749544,215.413253,"A","A","C","B","A","A","A","B","A","B"
"1432",15,2017,3,32,3205200,2,3,1,192.875651,173.72216,"A","F","E","B","A","A","A","E","E","A"
"1433",15,2017,3,32,3201308,2,2,1,193.980328,186.202246,"B","C","D","A","A","B","B","A","A","A"
"1434",15,2017,4,42,4214805,2,2,1,300.808176,272.314382,"A","C","C","B","A","A","A","D","A","B"
"1435",15,2017,2,29,2905008,2,3,2,192.242132,221.617245,"A","C","D","A","A","A","A","A","A","C"
"1436",15,2017,1,11,1100700,2,3,1,292.247494,245.143612,"B","C","D","A","A","C","C","B","A","A"
"1437",15,2017,3,35,3524006,2,3,1,226.961033,252.552252,"A","A","D","B","A","A","A","C","A","B"
"1438",15,2017,3,35,3516309,2,3,1,226.266801,155.099618,"A","F","D","C","A","A","B","D","B","B"
"1439",15,2017,5,51,5107941,2,3,2,277.323418,320.161232,"B","A","D","B","A","A","B","D","B","B"
"1440",15,2017,2,29,2932903,2,3,1,257.501212,204.259436,"B","C","D","B","A",NA,"A","A","A","B"
"1441",15,2017,2,22,2211001,1,3,1,213.166591,169.72189,"B","C","D","B","A","A","A","B","D","B"
"1442",15,2017,3,35,3518800,2,3,1,216.439027,264.092955,"B","C","D","A","A","C","A","A","B","B"
"1443",15,2017,1,15,1504208,2,3,1,156.763329,128.972358,"A","B","D","A","A","B","B","B","C","A"
"1444",15,2017,3,35,3526704,2,3,1,298.869716,306.192789,"A","C","C","C","A","A","A","B","E","B"
"1445",15,2017,3,35,3509502,2,2,1,217.551527,195.652297,"A","A","D","A","A","A","B","D","D","B"
"1446",15,2017,5,52,5201405,2,3,1,152.103753,169.856758,"A","F","C","A","B","B","C","A","C","C"
"1447",15,2017,3,31,3136702,2,3,1,285.855066,293.926771,"B","A","C","C","A","A","A","C","A","B"
"1448",15,2017,5,53,5300108,1,2,1,225.883462,227.544347,"A","B","D","A","A","B","C","B","A","C"
"1449",15,2017,2,26,2612505,2,3,1,177.412652,209.607996,"B","C","C","C","A","C","A","D","E","B"
"1450",15,2017,2,21,2106805,2,3,1,181.299544,179.820404,"B","F","C","B","A","B","C","B","B","B"
"1451",15,2017,4,41,4119152,2,3,1,172.787454,192.735556,"A","C","D","B",NA,"A","B","D","A","B"
"1452",15,2017,2,29,2926608,2,3,1,171.458326,228.258987,"A","A","G","A","A","C","A","D","A","B"
"1453",15,2017,3,31,3118403,2,2,1,233.956458,264.088764,"B","C","C","C","A","A","A","D","A","B"
"1454",15,2017,3,35,3550308,1,3,1,285.144968,352.640544,"A","C","D","B","A","B","C","C","A","C"
"1455",15,2017,3,31,3101706,2,3,1,179.591264,212.908494,"A","A","C","A","B","A","B","A","B","A"
"1456",15,2017,3,35,3550308,1,2,1,179.651811,156.344899,"B","A","C","B","B","A","C","D","A","A"
"1457",15,2017,3,35,3513801,2,3,1,188.740563,204.694055,"B","F","D","B","A","A","A","E","C","A"
"1458",15,2017,5,51,5108402,2,3,1,128.640757,162.848587,"A",NA,NA,NA,"A","A",NA,NA,"A","A"
"1459",15,2017,3,33,3304557,1,3,1,276.160838,214.719685,"B","C","C","A","A","A","B","B","A","C"
"1460",15,2017,5,51,5106307,2,3,1,160.770765,151.854286,"B","C","D","B","A","A","C","D","A","B"
"1461",15,2017,3,35,3550308,1,3,1,248.585343,243.969593,"A","F","C","A","A","A","A","D","A","B"
"1462",15,2017,2,25,2507507,1,3,1,218.667994,180.168669,"B","C","D","A","A","A","A","B","A","B"
"1463",15,2017,2,24,2408102,1,3,1,121.717449,159.41132,"B","A","C","A","A","B","A","B","B","A"
"1464",15,2017,1,17,1702109,2,2,1,243.66231,249.588058,"B","B","C","C","A","A","A","B","B","B"
"1465",15,2017,1,13,1303809,2,2,1,216.003294,210.922137,"A","D","D","A","A","B","C","A","D","C"
"1466",15,2017,2,23,2307304,2,3,1,234.209832,262.607784,"A","C","D","B","A","A","A","A","E","B"
"1467",15,2017,3,35,3516200,2,3,1,261.705827,224.501513,"B","A","D","B","A","A","B","D","A","A"
"1468",15,2017,3,35,3550308,1,3,1,219.816085,244.170415,"A","A","D","B","A","A","A","D","A","B"
"1469",15,2017,4,43,4310207,2,3,1,228.8152,261.021281,"B","A","D","A","A","A","A","D","D","A"
"1470",15,2017,4,43,4311809,2,3,1,184.864856,213.358372,"B","A","D","A","A",NA,"C","B","D","A"
"1471",15,2017,4,42,4219705,2,3,1,256.25197,286.149577,"A","C","C","A","A","A","A","B","D","B"
"1472",15,2017,3,35,3545308,2,3,1,245.906704,237.203771,"A","C","D","A","A","B","A","A","B","B"
"1473",15,2017,5,53,5300108,1,2,1,154.998909,234.000861,"A","F","E","A","B","B","A","B","B","C"
"1474",15,2017,4,41,4122404,2,3,1,271.713702,244.716315,"B","A","D","B","A","A","B","B","A","B"
"1475",15,2017,3,35,3523909,2,3,1,187.039721,167.028718,"B",NA,"D","B","A","B","A","D","A","A"
"1476",15,2017,1,15,1500503,2,3,1,158.417562,127.115727,"B","C","D","A","A","A","A","A","D","C"
"1477",15,2017,3,35,3552403,2,2,1,201.107315,217.865026,"B","A","D","B","A","A","A","C","B","B"
"1478",15,2017,5,53,5300108,1,2,1,253.47229,263.564158,"B","A","D","A","A","B","A","E","A","C"
"1479",15,2017,3,33,6308720,2,3,1,250.29478,256.262329,"B","A","D","B","A","A","B","A","C","A"
"1480",15,2017,2,29,2925709,2,3,1,239.673331,224.396044,"B","B","C","A","A","B","C","A","C","C"
"1481",15,2017,3,31,3157807,2,2,1,205.451703,195.806504,"B","F","D","B","A","B","A","D","B","B"
"1482",15,2017,3,33,3305208,2,3,1,256.643574,243.926612,"A","E","D","B","A","A","A","B","C","A"
"1483",15,2017,5,52,5208707,1,3,1,291.576127,284.866681,"A","C","C","C","A","B","A","D","D","C"
"1484",15,2017,4,42,4209102,2,3,1,174.656551,188.287588,"B","A","D","B","A","A","A","E","A","A"
"1485",15,2017,2,22,2207702,2,2,1,165.494525,208.702205,"A","A","D","B","A","C","C","E","A","C"
"1486",15,2017,3,31,3157807,2,3,1,120.500657,174.06355,"B","A","D","B","A","B","B","D",NA,"B"
"1487",15,2017,3,35,3550308,1,3,1,177.656275,198.443783,"B","F","C","B","B","B","A","D","A","B"
"1488",15,2017,2,29,2910503,2,3,1,166.047717,164.692251,"A","C","E","A","A","A","A","E","C","C"
"1489",15,2017,3,35,3549805,2,3,1,227.598077,225.9598,"A","A","D","A","A","A","A","D","B","A"
"1490",15,2017,4,41,4117008,2,3,1,228.879604,261.12552,"A","C","C","B","A","A","A","D","B","B"
"1491",15,2017,4,43,4314902,1,2,1,234.134519,198.096357,"A","C","E","A","B","A","C","E","A","B"
"1492",15,2017,3,35,3525300,2,3,1,180.821609,205.211674,"B","A","E","B","B","B","A","D","B","C"
"1493",15,2017,1,15,1508050,2,3,1,223.355117,217.040111,"B","C","D","C","A","C","A","A","D","B"
"1494",15,2017,5,52,5200852,2,3,1,218.862198,202.985762,"A","A","D","B","B","A","C","B","C","C"
"1495",15,2017,3,35,3550308,1,2,1,258.748746,237.147041,"B","E","D","B","A","A","A","D","A","B"
"1496",15,2017,2,29,2924801,2,3,2,217.992715,173.577454,"B","C","C","A","A","B","A","A","A","C"
"1497",15,2017,3,31,3149309,2,3,1,235.111986,267.716902,"A","C","D","B","A","B","B","D","B","B"
"1498",15,2017,4,41,4126256,2,3,1,224.983842,239.129541,"B","E","C","B","A","A","A","D","B","C"
"1499",15,2017,3,35,3505708,2,3,1,159.20402,171.325441,"B","C","C","B","A","B","A","A","A","B"
"1500",15,2017,2,26,2607901,2,3,1,161.820349,154.815685,"A","B","E","A","A","B","A","D",NA,"A"
"1501",16,2017,2,25,2509156,2,3,1,267.607759,216.123309,"B","A","D","B","A","A","A","C","A","A"
"1502",16,2017,5,53,5300108,1,2,2,221.606344,288.829838,"A","C","E","C","A","A","A","B","E","A"
"1503",16,2017,3,35,3529906,2,3,1,186.736487,215.389666,"B","C","D","A","A","A","A","A","A","A"
"1504",16,2017,3,33,3304557,1,3,1,153.952025,115.455078,"A","C","C","B","A","A","B","D","E","C"
"1505",16,2017,3,31,3118304,2,3,1,274.354713,274.625026,"A","A","D","E","A","A",NA,"C","A","C"
"1506",16,2017,5,53,5300108,1,2,1,254.127625,188.266405,"B","F","C","B","A","A","A","B","A","B"
"1507",16,2017,4,43,4316907,2,3,1,280.153344,255.465024,"A","A","C","B","A","B","C","B","B","C"
"1508",16,2017,3,33,3304904,2,3,1,114.00256,153.549948,"A",NA,NA,"B","C","A","B","E","B","A"
"1509",16,2017,3,33,3303401,2,3,1,289.223475,256.729141,"B","A","D","B","A","A","B","A","D","C"
"1510",16,2017,2,23,2304400,1,3,1,225.447728,284.159028,"A","C","D","B","A","B","C","B","A","B"
"1511",16,2017,3,35,3547809,2,3,1,192.092995,245.721091,"B","C","D","B","A","B","A","C","B","B"
"1512",16,2017,3,35,3502200,2,2,1,216.848426,203.795362,"B","A","C","C","A","A","A","A","A","A"
"1513",16,2017,2,21,2103257,2,3,1,250.883618,196.984826,"A","C","C","A","A","A","C","B","A","C"
"1514",16,2017,3,33,3304904,2,3,2,152.252064,147.996654,"B","A","E","A","B","A","A","A","B","A"
"1515",16,2017,3,35,3506300,2,3,1,255.497632,285.190241,"A","A","D","A","A","A","A","C","E","A"
"1516",16,2017,5,50,5003702,2,3,1,139.685819,160.121209,"B","A","D","C","B","A","A","B","A","A"
"1517",16,2017,3,31,3134202,2,3,1,246.840812,254.290615,"B","C","C","A","A","A","B",NA,"B","A"
"1518",16,2017,2,26,2609907,2,3,1,207.365315,207.068473,"B","C","C","C",NA,"B","B","D","E","A"
"1519",16,2017,1,13,1302603,1,3,1,230.416434,233.509233,"B","C","D","A","A","A","A","B","C","C"
"1520",16,2017,2,21,2100956,2,3,2,134.828127,172.378899,"A","C","D","A","A","A","A","B","A","C"
"1521",16,2017,3,35,3554102,2,3,1,187.72657,225.307201,"A","C","C","B","A","A","B","A","A","B"
"1522",16,2017,4,42,4215703,2,3,1,190.655609,176.585635,"B","A","C","B","A","A","C","D","A","B"
"1523",16,2017,3,33,3304557,1,3,1,210.181082,218.388793,"A","A","C","D","A","B","B","A","E","B"
"1524",16,2017,5,51,5107909,2,2,1,227.60524,262.949454,"A","C","C","A","A","A","C","D","A","A"
"1525",16,2017,3,35,3550308,1,2,1,306.295145,318.336963,"B","A","C","C","A","B","A","D","A","B"
"1526",16,2017,4,41,4122156,2,3,2,247.983944,244.81558,"B","C","C","B","A","A","A","A","A","B"
"1527",16,2017,2,22,2200277,2,3,1,233.859659,251.647243,"A","C","C","B","A","A","A","D","C","C"
"1528",16,2017,3,35,3518800,2,3,1,187.69401,168.13628,"A","A","D","B","A","B","B","D","D","B"
"1529",16,2017,2,29,2925402,2,3,1,208.052275,206.764586,"B","A","C","B","A","A","A","A","D","A"
"1530",16,2017,4,42,4211900,2,2,1,283.553596,237.781698,"B","C","C","A","A","A","B","D","E","C"
"1531",16,2017,3,35,3527405,2,3,1,278.240337,309.294478,"A","A","C","C","A","A","B","D","A","A"
"1532",16,2017,1,15,1501709,2,2,1,188.907166,230.718361,"A","C","C","A","A","A","A","A","A","A"
"1533",16,2017,3,31,3127107,2,2,1,163.19008,216.326142,"A","B","C","A","A","A","A",NA,"A","B"
"1534",16,2017,3,33,3301009,2,3,1,186.322846,171.910577,"B","F","D","A","B","A","A","E","C","B"
"1535",16,2017,2,29,2924801,2,3,2,217.992715,173.577454,"B","C","C","A","A","B","A","A","A","C"
"1536",16,2017,3,35,3552502,2,2,1,302.169644,265.140098,"B","C","D","A","A","B","A","B","A","B"
"1537",16,2017,3,33,3301900,2,3,1,151.626258,179.571851,"A","A","F","A","A","A","A","A","E","C"
"1538",16,2017,2,23,2311355,2,3,1,234.981745,209.15443,"B","B","D","A","A","B","B","D","A","B"
"1539",16,2017,3,35,3504909,2,3,1,264.779872,203.425634,"B","C","D","A","A","A","A","D","A","C"
"1540",16,2017,3,33,3302601,2,3,1,171.656167,215.086618,"A","C","C","D","A","A","A","A","A","B"
"1541",16,2017,4,41,4107256,2,3,1,279.078748,282.617461,"B","E","C","B","A","A","A","A","A","B"
"1542",16,2017,2,29,2924009,2,3,1,240.538131,282.962932,"B","B","C","B","A","B","A","D","C","C"
"1543",16,2017,3,31,3106705,2,2,1,327.107599,251.535235,"A","C","D","B","A","A","A","A","B","B"
"1544",16,2017,1,15,1507300,2,3,1,232.754596,255.661989,"B","B","D","A","A","C","C","E","C","A"
"1545",16,2017,2,24,2405603,2,2,1,258.871715,238.676087,"A","B","D","B","A","B",NA,"A","E","B"
"1546",16,2017,3,35,3513603,2,2,1,197.344494,248.660301,"A","C","C","A","A","A","A","D","A","C"
"1547",16,2017,2,29,2904100,2,3,1,221.908586,243.088786,"B","C","C","B","A","A","A","D","D","C"
"1548",16,2017,3,31,3118601,2,3,1,245.210654,258.614389,"B","C","D","E","A","A","A","D","E","C"
"1549",16,2017,3,35,3550308,1,2,1,324.062699,244.1717,"B","C","C","A","A","A","B","C","A","C"
"1550",16,2017,3,33,3304557,1,3,1,173.885354,245.953156,"A","C","D","B","A","A","A","D","C","B"
"1551",16,2017,2,21,2112209,2,3,1,121.02443,134.828254,"A","C","C","A","A","A","B","D","C","B"
"1552",16,2017,3,33,6308656,2,3,1,263.889067,221.731992,"A","C","D","A","A","B","B","D","E","C"
"1553",16,2017,3,35,3557006,2,3,1,213.78854,233.41511,"B","F","D","A","A","A","B","B","B","A"
"1554",16,2017,5,51,5107008,2,3,1,226.010617,238.5325,"B","B",NA,"A","A","C","B","A","A","B"
"1555",16,2017,3,33,3301702,2,3,1,173.868496,165.511353,"A","F","D","A","A","A","A","A","A","C"
"1556",16,2017,3,33,3306008,2,3,1,321.927005,271.95192,"B","C","D","A","A","A","A","C","E","B"
"1557",16,2017,3,35,3550308,1,3,1,226.062019,202.20366,"A","A","D","B","A","B","A","C","A","B"
"1558",16,2017,3,31,3152402,2,3,1,183.896645,234.973276,"A","B","C","B","A","B","B",NA,"A","C"
"1559",16,2017,4,42,4209102,2,3,1,256.219796,282.473315,"A","D","C","B","A","B","B","D","A","B"
"1560",16,2017,4,43,4318309,2,2,1,162.536893,271.518531,"A","F","D","C","B","A","A","D","D","A"
"1561",16,2017,3,35,3524402,2,3,1,303.029265,291.013663,"B","C","D","A","A","A","A","B","A","B"
"1562",16,2017,2,22,2202307,2,3,2,138.448973,154.317405,"B","C","E","A","A","B","C","A","A","B"
"1563",16,2017,2,27,2709400,2,3,1,119.492559,171.72004,"A","A","G","A","C","C","A","A","A","A"
"1564",16,2017,1,13,1301506,2,3,1,129.396803,119.601227,"B","A","C","A","A","A","A","A","D","A"
"1565",16,2017,4,41,4106902,1,3,1,257.09275,294.107639,"B","C","C","C","A","B","A","B","A","C"
"1566",16,2017,2,26,2607901,2,3,1,257.747645,308.588894,"A","C","C","C","B","A","A","C","C","C"
"1567",16,2017,3,32,3204054,2,3,1,247.854475,218.726215,"A","C","D","A","A","A","A","A","B","B"
"1568",16,2017,1,11,1100288,2,2,1,296.19543,266.051702,"B","C","C","A","C","C","B","E","D","C"
"1569",16,2017,1,15,1500800,2,3,1,183.76084,263.207397,"B","C","D","B","A","A","A","A","A","C"
"1570",16,2017,4,43,4306973,2,3,1,151.134936,159.160699,"B","F","D","A","A","A","A","C","A","A"
"1571",16,2017,3,35,3516408,2,3,1,174.337671,199.728077,"A","F","D","B","B","B","A","A","E","B"
"1572",16,2017,3,35,3548708,2,3,1,170.117134,236.966732,"A","C","D","B","A","B","B","B","B","A"
"1573",16,2017,3,33,6308720,2,3,1,250.29478,256.262329,"B","A","D","B","A","A","B","A","C","A"
"1574",16,2017,3,35,3550308,1,3,1,177.656275,198.443783,"B","F","C","B","B","B","A","D","A","B"
"1575",16,2017,3,31,3154606,2,2,1,195.673677,169.342493,"A",NA,"D",NA,"A","A","B","D","A","A"
"1576",16,2017,2,23,2304400,1,3,1,207.599242,206.164805,"A","C","D","A","A","B","A","D","A","A"
"1577",16,2017,3,32,3205101,2,3,1,299.681407,235.715582,"B","C","D","B","A","A","A","B","A","A"
"1578",16,2017,4,42,4219176,2,3,1,233.128074,266.629573,"B","A","C","B","A","A","A","B","B","B"
"1579",16,2017,3,31,3106200,1,2,1,297.01274,235.881359,"B","A","D","B","A","A",NA,NA,"A","B"
"1580",16,2017,4,41,4122305,2,3,1,228.742752,258.967238,"A","C","C","A","A","B","C","E","E","C"
"1581",16,2017,4,42,4209102,2,3,1,174.656551,188.287588,"B","A","D","B","A","A","A","E","A","A"
"1582",16,2017,2,23,2313104,2,3,1,146.760082,178.67517,"A","B","F","A","A","A","C","A","B","B"
"1583",16,2017,3,31,3145109,2,3,1,222.354787,263.91097,"B","A","C","A","A","A","A","C","E","B"
"1584",16,2017,5,50,5002704,1,3,1,109.009339,157.546417,"B",NA,"E","B","A","B","C","B","C","A"
"1585",16,2017,2,25,2507507,1,3,1,246.561433,164.977078,"B","F","C","B","A","A","A","D","E","C"
"1586",16,2017,1,13,1301100,2,3,2,132.062771,170.483534,"A","C","E","B","A","A","C","E","D","A"
"1587",16,2017,2,27,2701357,2,3,1,150.115709,122.506678,"A","A","C","A","A","A","A","B","A","B"
"1588",16,2017,2,26,2611606,1,3,1,207.210944,203.644844,"B","F","C","A","A","A","B","A","E","A"
"1589",16,2017,4,41,4101804,2,3,1,255.755744,233.605088,"A","A","C","C","A","B","A","D","D","C"
"1590",16,2017,3,31,3115300,2,2,1,257.711614,197.800966,"A","B","E","A","A","A","A","A","A","C"
"1591",16,2017,3,35,3511102,2,3,1,244.213685,277.159967,"A","C","C","A","A","A","C","B","E","B"
"1592",16,2017,5,52,5218805,2,3,1,257.651837,303.435453,"A","A","D","C","A","A","C","B","D","C"
"1593",16,2017,2,23,2311504,2,3,1,224.097776,250.469424,"B","C","C","B","A","A","A","B","B","A"
"1594",16,2017,3,35,3529005,2,3,1,213.385808,257.850788,"A","F","C","A","A","B","B","D","E","C"
"1595",16,2017,2,27,2702553,2,3,2,181.951959,219.778556,"B","C","D","A","A","A","A","A","A","C"
"1596",16,2017,3,31,3111150,2,3,1,240.724953,187.913277,"A","B","D","A","A","A","B","A","B","C"
"1597",16,2017,2,26,2611606,1,3,1,142.624829,147.473166,"A","B","A",NA,NA,NA,"B","D","B","B"
"1598",16,2017,4,43,4321204,2,3,2,113.260232,132.321986,"B","A","E",NA,"B","B","B","A","A","A"
