"","replicate","ANO","REGIAO","UF","MUNICIPIO","AREA","DEPENDENCIA_ADM","LOCALIZACAO","NOTA_LP","NOTA_MT","SEXO","RACA_COR","IDADE","COMPUTADOR","MORA_MÃE","MORA_PAI","REUNIÕES_ESCOLARES","USO_TEMPO_TELAS","AFAZERES_DOM","BIBLIOTECA"
"18",1,2017,2,26,2601508,2,3,1,180.854665,170.289812,"B",NA,"D","A","A","B","B","B","E","B"
"19",1,2017,2,26,2605608,2,3,2,254.612337,192.82286,"A","A","C","C","A","A","A","D","D","B"
"20",1,2017,3,35,3550407,2,3,2,243.195945,263.871678,"A","C","C","B","A","A","A","D","D","B"
"21",1,2017,3,31,3111705,2,2,1,261.957329,237.454728,"A","C","D","A","A","A","B","B","A","B"
"22",1,2017,3,35,3503208,2,2,1,248.132035,230.707574,"B","A","C","A","A","B","A","B","B","A"
"23",1,2017,1,13,1302603,1,2,1,215.395173,306.065746,"A","A","C","B","A","A","C","E","A","C"
"24",1,2017,3,31,3118809,2,2,1,273.880965,274.271954,"A","B","C","B","A","A","A",NA,"E","B"
"25",1,2017,3,32,3200607,2,3,1,254.127625,236.997417,"B","C","D","B","A","A","A","D","A","B"
"26",1,2017,3,31,3136702,2,3,1,285.855066,293.926771,"B","A","C","C","A","A","A","C","A","B"
"27",1,2017,4,42,4219507,2,2,1,206.273806,210.852271,"B","F","D","B","A","A","B",NA,"C","C"
"28",1,2017,3,31,3106705,2,3,1,142.804709,151.852442,"A","A","C",NA,"A","A","A","B","A","A"
"29",1,2017,2,29,2905701,2,3,2,145.060507,220.662828,"A","F","H","B","A","A","A","B","D","C"
"30",1,2017,4,41,4122305,2,3,1,228.742752,258.967238,"A","C","C","A","A","B","C","E","E","C"
"31",1,2017,3,35,3530300,2,3,1,154.446157,175.549447,"A","C","C","B","A","A","A","C","E","A"
"32",1,2017,3,31,3106200,1,2,1,190.13145,188.716227,"A","C","C","B","A","B","A","D","D","B"
"33",1,2017,3,32,3201209,2,3,1,157.786688,183.834367,"A","A","D","A","A","B","A","D","A","B"
"34",1,2017,3,31,3136405,2,3,1,229.107856,224.133798,"A",NA,"C","B","A","A","A","D","B","B"
"35",1,2017,3,35,3519600,2,3,1,271.052582,277.778415,"B","A","D","B","A","A","A","C","B","A"
"36",1,2017,3,35,3524303,2,3,1,294.156149,260.289315,"A","C","D","C","B","A","A","C","C","B"
"37",1,2017,1,13,1302603,1,3,1,230.416434,233.509233,"B","C","D","A","A","A","A","B","C","C"
"38",1,2017,2,21,2112902,2,3,1,248.532288,229.419591,"A","F","D","C",NA,"A","A","C","C","C"
"39",1,2017,3,35,3518800,2,3,1,244.272029,232.614676,"B","F","C","B","A","A","A","D","B","A"
"40",1,2017,4,41,4122008,2,3,1,164.415797,169.141783,"B","C","D","A","A","A","A","A","B","C"
"41",1,2017,4,41,4119152,2,3,1,172.787454,192.735556,"A","C","D","B",NA,"A","B","D","A","B"
"42",1,2017,3,33,3304557,1,3,1,292.314047,304.712761,"A","C","D","B","A","A","A",NA,NA,"B"
"43",1,2017,3,35,3503802,2,3,1,250.43626,257.363799,"B","A","D","C","A","A","A","D","C","A"
"44",1,2017,2,29,2903904,2,3,1,111.421381,145.104002,"B","B","G","A","A","A","B","C","B","C"
"45",1,2017,3,35,3543253,2,3,2,234.209832,232.164407,"A","A","D","B","A","A","A","B","B","B"
"46",1,2017,3,35,3543402,2,2,1,247.45031,264.659368,"A","C","D","B","A","A","A","C","E","C"
"47",1,2017,3,33,3302502,2,3,1,276.418124,270.709042,"B","C","C","B","A","B","A","B","D","B"
"48",1,2017,3,35,3527207,2,3,1,259.269599,238.180546,"A","A","C","A","B","A","A","C","E","B"
"49",1,2017,2,22,2207801,2,3,1,231.345363,168.314353,"A","C","D","A","A","A","A","D","B","C"
"50",1,2017,4,43,4304606,2,3,1,202.352756,208.382725,"B","F","D","A","A","C","C","A","C","C"
"51",1,2017,4,43,4305108,2,3,1,264.846204,286.213686,"A","C","D","A","A","A","A","D","A","C"
"52",1,2017,2,25,2514206,2,3,1,152.531167,185.77942,"B","B","D","A","A","B","C","D","A","C"
"53",1,2017,4,43,4305108,2,3,1,227.57918,277.999637,"A","C","D","C","A","A","C","B","D","C"
"54",1,2017,2,23,2311355,2,3,1,234.981745,209.15443,"B","B","D","A","A","B","B","D","A","B"
"55",1,2017,2,23,2307700,2,3,1,274.327386,204.421691,"B","C","C","A","A","B","C",NA,"E","C"
"56",1,2017,3,35,3550308,1,3,1,259.261555,298.357691,"A","C","D","A","A","A","A","A","B","A"
"57",1,2017,2,28,2806701,2,3,1,203.749979,185.337535,"A","B","D","B","A","B","B","B","E","C"
"58",1,2017,3,31,3137601,2,3,1,302.169644,269.408092,"B","C","D","B","A","A","B","B","A","A"
"59",1,2017,1,13,1302405,2,2,1,182.808881,211.435731,"A","C","D","C","A","A","B","C","C","C"
"60",1,2017,3,35,3554102,2,3,1,252.152583,230.449351,"B","A","D","B","A","C","B","A","A","B"
"61",1,2017,1,13,1302603,1,3,1,265.829841,251.847952,"A","C","C","B","A","A","C","D","D","C"
"62",1,2017,2,27,2706000,2,3,1,182.01124,174.099097,"B","E","C","A","A","A","C","E","B","C"
"63",1,2017,5,51,5106224,2,3,1,229.686116,225.737628,"B","F","D","A","A","A","A","C","A","B"
"64",1,2017,3,35,3550308,1,3,1,285.144968,352.640544,"A","C","D","B","A","B","C","C","A","C"
"65",1,2017,1,17,1709500,2,2,1,252.865051,199.067989,"B","C","D","B","A","A","A","C","B","A"
"66",1,2017,2,21,2111805,2,3,1,148.261817,178.540078,"B","B","D","A","A","B","A","A","A","C"
"67",1,2017,2,29,2905701,2,3,1,161.175922,225.288533,"A","B","C","B","A","A","A","A","A","B"
"68",1,2017,3,31,3156601,2,3,2,245.711618,278.605231,"A","C","C","A","A","A","B","D",NA,"A"
"69",1,2017,2,25,2502508,2,2,1,261.203211,266.799094,"A","B",NA,"A","A","A","A","A","B","A"
"70",1,2017,2,24,2406700,2,3,1,188.855158,169.97525,"B","C","D","A","A","A","A","A","A","C"
"71",1,2017,3,35,3502804,2,3,1,271.25797,298.143735,"A","A","C","A","A","B","A","D","A","B"
"72",1,2017,3,32,3205002,2,3,1,230.474998,215.124849,"A","C","E","B","A","B","B","D","A","B"
"73",1,2017,3,35,3549805,2,3,1,229.26939,261.559356,"A","C","D","A","A","A","B","D","E","B"
"74",1,2017,3,33,3304904,2,3,2,152.252064,147.996654,"B","A","E","A","B","A","A","A","B","A"
"75",1,2017,3,35,3552403,2,2,1,201.107315,217.865026,"B","A","D","B","A","A","A","C","B","B"
"76",1,2017,3,35,3527603,2,3,1,268.677452,307.511178,"A","C","C","B","A","A","A","B","A","B"
"77",1,2017,1,15,1501402,1,2,1,207.800884,224.59994,"A","C","C","A","A","A","A","B","A","C"
"78",1,2017,2,23,2307304,2,3,1,234.209832,262.607784,"A","C","D","B","A","A","A","A","E","B"
"79",1,2017,3,35,3550308,1,3,1,158.543451,170.270976,"A","F",NA,"C","A","B","B","D","B","A"
"80",1,2017,3,31,3118304,2,2,1,255.46397,212.136398,"B","C","E","B","B","A","A","C","E","B"
"81",1,2017,3,32,3200607,2,3,1,323.300317,311.975633,"B","C","D","B","A","A","A","C","A","B"
"82",1,2017,2,26,2612208,2,3,1,211.263557,202.124628,"B","C","D","A","A","B","A","B","B","A"
"83",1,2017,1,13,1302603,1,2,1,198.809867,178.065049,"B","C","C","A","A","A","C","C","A","C"
"84",1,2017,2,25,2507903,2,3,1,181.149524,198.107423,"B","C","C","A","A","A","B","A","A","B"
"85",1,2017,2,23,2311603,2,3,2,257.339568,234.976965,"A","C","C","A","A","A","A","D","E","A"
"86",1,2017,2,23,2307403,2,3,2,307.924035,297.807096,"B","A","D","A",NA,NA,"A",NA,"B","B"
"87",1,2017,3,33,3304557,1,3,1,216.854266,286.720294,"A","C","C","A","A","A","B","B","A","C"
"88",1,2017,3,35,3502705,2,2,1,279.289039,263.526878,"A","A","C","A","B","A","B","C","A","B"
"89",1,2017,3,33,3306107,2,3,1,267.287391,258.452805,"A","B","C","B","B","A","A",NA,"A","B"
"90",1,2017,4,42,4202008,2,3,1,201.297222,207.233355,"A","C","E","B","A","A","B","B","A","B"
"91",1,2017,3,35,3552502,2,3,2,124.984596,165.291473,"B","C","F","A","A","B","B","A","A","B"
"92",1,2017,1,15,1503093,2,3,2,161.599204,133.566261,"B","B",NA,"A","A","B","B","A","D","A"
"93",1,2017,3,35,3547502,2,3,1,225.494503,260.552176,"A","C","F","B","A","B","A","D","E","B"
"94",1,2017,1,14,1400100,1,3,1,250.727373,226.545048,"B","C","C","B","A","A","B","A","B","B"
"95",1,2017,3,35,3550308,1,2,1,286.582464,298.500272,"A","A","C","C","A","A","A","B","A","B"
"96",1,2017,1,13,1301902,2,2,1,258.274337,278.102759,"A","C","D","B","C","A","A","A","C","A"
"97",1,2017,1,17,1702109,2,2,1,204.204719,252.977313,"B","C","C","A","A","A","A","D","A","B"
"98",1,2017,4,43,4323002,2,3,2,189.981927,167.851956,"A",NA,"D","B","A","A","A","A","A","B"
"99",1,2017,2,26,2616407,2,3,1,161.658264,241.439012,"A","C","D","C","A","A","A","A","A","B"
"100",1,2017,4,43,4305173,2,3,2,107.981572,161.104578,"B","A","E","A","A","A","A","A","A","C"
"101",2,2017,5,53,5300108,1,2,1,230.500781,254.807004,"B","C","D","C","A","A","A","A","A","C"
"102",2,2017,3,32,3202603,2,3,1,296.460098,183.537244,"B","F","D","C","A","A","B","C","A","A"
"103",2,2017,3,33,6308720,2,3,1,250.29478,256.262329,"B","A","D","B","A","A","B","A","C","A"
"104",2,2017,3,35,3550308,1,2,1,229.3993,263.831994,"A","C","D","B","A","A","A","B","D","A"
"105",2,2017,3,35,3543253,2,3,2,234.209832,232.164407,"A","A","D","B","A","A","A","B","B","B"
"106",2,2017,1,15,1501402,1,3,1,262.531787,243.507029,"B","C","D","A","B","A","C","D","A","C"
"107",2,2017,5,52,5203302,2,2,1,141.385559,174.023084,"B","B","D","A","A","A","A","B","E","B"
"108",2,2017,1,15,1503705,2,3,1,184.336125,214.770882,"B","C","C","A","A","B","C","D","A","C"
"109",2,2017,2,23,2314102,2,3,2,190.591866,167.681484,"A","C","C","A","A","A","A","D","B","B"
"110",2,2017,2,21,2102325,2,3,1,135.391401,149.012664,"B","B","E","A","A","B",NA,"D","E","A"
"111",2,2017,4,43,4307005,2,2,1,151.224297,202.730445,"A","F","D","B","A","A","C","D","C","C"
"112",2,2017,1,15,1507300,2,3,2,148.095545,166.290101,"B","C","D","A","A","A","C","C","C","C"
"113",2,2017,4,42,4209409,2,2,1,126.567097,146.973489,"A","A","D","B","A","A","A","D","E","B"
"114",2,2017,2,21,2105708,2,3,1,211.090012,189.377042,"B","A","C","B","A","A","A","E","B","B"
"115",2,2017,3,35,3543303,2,2,1,283.293666,280.296253,"B","C","D","A","A","B","A","C","E","A"
"116",2,2017,1,15,1505304,2,3,1,184.375516,196.06372,"B","F","D","A","A","A","C","A","C","A"
"117",2,2017,3,35,3524006,2,3,1,271.431624,240.87953,"A","B","C","B","A","A","A","D","A","C"
"118",2,2017,2,26,2609600,2,3,1,222.775755,247.440731,"B","C","C","A","A","B","B","D","B","A"
"119",2,2017,2,27,2709301,2,3,1,155.485989,170.469729,"A","C","F","A","A","A","A","A","E","A"
"120",2,2017,3,31,3140001,2,2,1,270.757502,302.013944,"A","C","D","B","B","A","B","D","E","A"
"121",2,2017,4,42,4202008,2,3,1,201.49969,168.265615,"A","A","D","C","B","A","A","A","A","A"
"122",2,2017,5,53,5300108,1,2,1,250.838276,282.66061,"A","A","C","C","A","A","A","B","B","B"
"123",2,2017,2,29,2919207,2,3,1,130.415699,148.072444,"A","A",NA,"B","A","A","A","D","C","A"
"124",2,2017,2,23,2304400,1,3,1,320.311998,269.840531,"A","C","C","B","A","B","A","D","A","B"
"125",2,2017,3,35,3550308,1,2,1,234.747378,206.95272,"B","A","C","B","A","B","A","D","A","C"
"126",2,2017,2,26,2609600,2,3,1,225.816248,256.651954,"A","C","D","A","A","B","A","A","E","B"
"127",2,2017,3,33,3304557,1,3,1,272.115884,297.148349,"B","E","C","C","A","C","A","A","A","B"
"128",2,2017,3,31,3106200,1,3,1,240.921801,260.219897,"B","C","C","B","A","A","A","A","A","B"
"129",2,2017,4,43,4306973,2,3,1,151.134936,159.160699,"B","F","D","A","A","A","A","C","A","A"
"130",2,2017,2,23,2305506,2,3,1,191.824965,217.813102,"B","C","D","A","A","B","A","A","A","B"
"131",2,2017,1,16,1600303,1,2,1,234.244706,232.90213,"B","C","G","A","A","A","A","A","B","B"
"132",2,2017,3,35,3538006,2,3,1,195.203345,174.17036,"B","A","C","C","A","B","A","D","C","C"
"133",2,2017,3,33,3300456,2,3,1,171.152944,184.19219,"B","B","D","A","A","B","B","E","B","B"
"134",2,2017,3,35,3519071,2,3,1,256.074459,239.852956,"B","A","D","A","A","A","A","A","B","C"
"135",2,2017,3,31,3131307,2,3,1,320.236465,301.720118,"B","C","D","B","A","A","A","C","B","B"
"136",2,2017,5,50,5000807,2,3,1,215.188738,217.930755,"B","C",NA,"A","B","A","A","B","A","B"
"137",2,2017,2,26,2605152,2,3,1,178.111346,230.622617,"A","C","C","A","A","A","A","B","E","A"
"138",2,2017,3,31,3159704,2,2,1,181.525482,219.856414,"B","C","D","A","A","C","B","A","A","B"
"139",2,2017,1,17,1718402,2,3,1,230.416103,239.512907,"A","C","C","C","A","A","B","D","A","C"
"140",2,2017,3,35,3504107,2,3,1,267.458952,272.906169,"A","F","D","E","B","B","A","B","E","B"
"141",2,2017,2,26,2612406,2,3,1,210.513516,190.132259,"B","C","C","B","A","A","A","B","B","B"
"142",2,2017,2,26,2602605,2,3,1,142.715678,170.776354,"A","A","C","B","A","A","B","B","E","B"
"143",2,2017,5,50,5008305,2,3,1,282.597341,317.906592,"B","B","C","C","B","A","A","B","C","C"
"144",2,2017,1,13,1302603,1,3,1,252.18922,248.116692,"B","C","D","A","A","C","A","D","A","B"
"145",2,2017,3,35,3549805,2,3,1,227.598077,225.9598,"A","A","D","A","A","A","A","D","B","A"
"146",2,2017,1,13,1302603,1,2,1,198.809867,178.065049,"B","C","C","A","A","A","C","C","A","C"
"147",2,2017,3,35,3505708,2,3,1,304.133612,251.880873,"B","C","C","B","A","B","B","A","A","A"
"148",2,2017,3,31,3157252,2,3,2,205.899116,239.731725,"A","C","C","A","A","A","B","D","E","B"
"149",2,2017,3,35,3548906,2,3,1,324.062699,305.456688,"B","A","D","B","A","A","A","B","C","B"
"150",2,2017,1,12,1200609,2,2,1,265.987408,298.539062,"A",NA,"F","B","A","A","A","A","D","C"
"151",2,2017,3,35,3533007,2,3,1,214.70309,274.585175,"A","A","C","B","A","A","A","B","A","A"
"152",2,2017,2,29,2929206,2,3,1,196.134699,215.981566,"A","F","D","A","A","B","A","D","A","C"
"153",2,2017,3,35,3548708,2,3,1,270.401764,352.640544,"A","A","D","B","A","A","B","B","B","B"
"154",2,2017,2,27,2706000,2,3,1,182.01124,174.099097,"B","E","C","A","A","A","C","E","B","C"
"155",2,2017,4,41,4121703,2,3,2,177.634954,179.521939,"B","A","C","A","A","A","B","A","A","B"
"156",2,2017,5,52,5201405,2,3,1,152.103753,169.856758,"A","F","C","A","B","B","C","A","C","C"
"157",2,2017,4,42,4207502,2,2,1,224.237933,225.253656,"A","A","C","B","A","B","A","B","B","C"
"158",2,2017,2,23,2304400,1,3,1,229.119095,208.229021,"A","C","C","A","A","A","B","D","E","B"
"159",2,2017,4,41,4106209,2,3,1,173.294092,204.859216,"B","A","C","C","A","B","B","A","B","B"
"160",2,2017,2,26,2607901,2,3,1,187.535561,185.629796,"A","F","C","B","A","A","A","B","A","C"
"161",2,2017,5,51,5107909,2,2,1,217.495883,172.522431,"B","C","D","B","A","A","B","E","A","B"
"162",2,2017,2,21,2103000,2,3,1,146.665817,149.862284,"A","C","D","A","A","A","C","A","A","A"
"163",2,2017,2,23,2312304,2,3,2,273.005917,268.0484,"B","C","D","B","A","A","A","C","C","A"
"164",2,2017,3,35,3550308,1,2,1,306.295145,318.336963,"B","A","C","C","A","B","A","D","A","B"
"165",2,2017,2,29,2923704,2,3,2,176.885298,175.667995,"A","B","E","A","A","B","A","B","D","A"
"166",2,2017,5,53,5300108,1,2,1,218.059102,190.166912,"B","C","D","A","A","B","A","A","A","C"
"167",2,2017,3,31,3118304,2,2,1,197.362069,211.467814,"B","C","C","B","A","A","A","A",NA,"A"
"168",2,2017,2,23,2304400,1,3,1,207.599242,206.164805,"A","C","D","A","A","B","A","D","A","A"
"169",2,2017,3,32,3201308,2,2,1,262.036333,258.921127,"B","C","C","A","A","A","A","B","A","B"
"170",2,2017,3,33,3303401,2,3,1,289.223475,256.729141,"B","A","D","B","A","A","B","A","D","C"
"171",2,2017,4,42,4202008,2,3,1,201.297222,207.233355,"A","C","E","B","A","A","B","B","A","B"
"172",2,2017,2,25,2504009,2,3,1,288.536681,276.861893,"B","C","C","B","A","A","A","A","A","B"
"173",2,2017,3,35,3514502,2,3,1,224.700222,179.022876,"A","C","C","B","A","A","B","D","E","C"
"174",2,2017,2,29,2901601,2,3,2,186.858519,184.207952,"A","E","D","B","A","A","A","A","C","B"
"175",2,2017,3,33,3304557,1,3,1,187.049307,158.817185,"B","C","D","B","A","B","B","D","E","A"
"176",2,2017,2,25,2507507,1,3,1,229.335281,210.386688,"A","C","F","A","A","B","B","D","E","B"
"177",2,2017,2,23,2305001,2,3,1,174.420311,158.527886,"B","C","D","A","A","A","A","E","E","B"
"178",2,2017,2,26,2607901,2,3,1,302.169644,280.93242,"B","F","C","A","A","C","A","D","C","A"
"179",2,2017,1,12,1200401,1,2,1,258.056608,215.971506,"B","C","D","C","B","B","A","D","C","A"
"180",2,2017,3,33,3304557,1,3,1,321.759136,208.955789,"B","A","D","B","A","A","B","A","A","A"
"181",2,2017,3,31,3134905,2,2,1,251.099143,250.77454,"B","F","D","B","A","A","A","B","B","A"
"182",2,2017,3,35,3501608,2,2,1,259.859208,269.699012,"B","A","C","B","A","A","A","A","E","A"
"183",2,2017,2,21,2105302,2,3,1,131.597066,165.594856,"A","C","C","B","A","B","C","A","B","C"
"184",2,2017,3,35,3557006,2,3,1,287.973461,333.455614,"A","C","D","A","A","B","B","D","A","A"
"185",2,2017,3,31,3127305,2,3,1,107.024986,123.35708,"A","F","D","A","A","A","A","C","C","A"
"186",2,2017,1,17,1716208,2,3,2,160.947945,157.438712,"B","C","G","A",NA,"B","C","A","B","B"
"187",2,2017,2,29,2927408,1,3,1,151.631327,165.103842,"A","F","F","A","A","B","C","B","B","B"
"188",2,2017,2,21,2111300,1,2,1,244.60055,194.978012,"B","C","C","B","A","A","A","A","D","C"
"189",2,2017,3,31,3162559,2,2,2,260.466502,271.503104,"B","C","D","A","A","A","A","C","C","C"
"190",2,2017,3,31,3106200,1,3,1,174.307204,237.838261,"A","C","C","E","A","A","B","D","E","B"
"191",2,2017,1,15,1500800,2,3,1,329.610766,239.690589,"B","C","D","A","A","B","A","D","A","C"
"192",2,2017,3,35,3552502,2,2,1,217.686947,277.270969,"A","A","D","B","A","A","A","D","E","C"
"193",2,2017,3,35,3525904,2,3,1,267.164423,336.830001,"B","C","D","B","A","A","A","D","A","B"
"194",2,2017,5,50,5007976,2,2,1,216.06296,247.387242,"B","C","C","B","A","A","A","D","D","C"
"195",2,2017,4,43,4323002,2,3,1,167.115041,130.832008,"B",NA,"G","A","A","A","A","E","C","C"
"196",2,2017,5,52,5208152,2,3,1,238.438578,221.28776,"A","A","C","B","A","A","A","E","A","C"
"197",2,2017,4,42,4201505,2,3,2,195.993329,261.356076,"B","A","C","B","A","A","A","D","A","C"
"198",2,2017,2,23,2307403,2,3,2,307.924035,297.807096,"B","A","D","A",NA,NA,"A",NA,"B","B"
"199",2,2017,2,27,2701407,2,3,2,304.32754,259.1011,"A","C","F","A","C","C","A","B","A","B"
"200",2,2017,3,35,3538709,2,3,1,251.39852,275.602583,"A","C","D","A","C","C","A","C","E","C"
"201",3,2017,2,29,2912103,2,3,1,211.529823,226.704509,"B","B","D","B","B","B","A","B","A","B"
"202",3,2017,3,35,3553955,2,3,1,266.496856,289.193865,"B","C","C","A","A","A","A","C","E","B"
"203",3,2017,3,35,3509502,2,2,1,307.519925,266.24045,"B","C","D","A","B","B","C","B","B","C"
"204",3,2017,2,26,2607901,2,3,1,302.169644,280.93242,"B","F","C","A","A","C","A","D","C","A"
"205",3,2017,4,42,4209102,2,2,1,231.006649,241.610099,"B","A","C","D","A","B","A","B","A","A"
"206",3,2017,1,13,1304203,2,3,1,173.698643,167.009267,"A","B","D","A","B","A","B","A","A","C"
"207",3,2017,2,29,2927408,1,3,1,158.040558,211.109097,"B","F","G","B","A","B","A","A","A","B"
"208",3,2017,3,33,3301702,2,3,1,216.198489,159.152762,"B","C","E","B","A","A","A","A","D","B"
"209",3,2017,3,31,3106200,1,3,1,235.050116,241.659619,"B","C","C","A","A","B","C","A","E","B"
"210",3,2017,2,22,2208403,2,3,1,207.269563,183.459833,"A","A","C","C","A","A","A","B","A","C"
"211",3,2017,3,32,3201209,2,3,1,157.786688,183.834367,"A","A","D","A","A","B","A","D","A","B"
"212",3,2017,3,35,3510906,2,3,1,213.334185,268.960674,"A","A","C","C","A","A","B","C","A","A"
"213",3,2017,2,29,2900702,2,3,1,225.592073,214.178088,"A",NA,"D","A","A","A","A","B","A","B"
"214",3,2017,3,32,3201902,2,3,2,173.122036,207.857449,"B","A","D","B","A","A","B","C","A","B"
"215",3,2017,2,25,2506707,2,3,2,144.965636,161.734653,"B","C","E","B","A","A","B","B","A","B"
"216",3,2017,5,50,5003702,2,3,1,246.657296,236.089166,"B","A","D","C","A","B","C","B","C","B"
"217",3,2017,5,52,5221858,2,3,1,257.662085,217.600599,"B","F","D","A","A","A","A","D","E","C"
"218",3,2017,3,33,3301900,2,3,1,151.626258,179.571851,"A","A","F","A","A","A","A","A","E","C"
"219",3,2017,2,29,2927408,1,3,1,241.05667,202.414374,"A","C","D","A","A","B","A","A","D","B"
"220",3,2017,2,21,2103000,2,3,1,146.665817,149.862284,"A","C","D","A","A","A","C","A","A","A"
"221",3,2017,3,35,3517505,2,3,1,172.993834,241.469586,"A","A","D","B","A","A","B","B","E","C"
"222",3,2017,4,41,4115200,2,3,1,253.963447,327.407561,"A","A","B","E","A","A","A","D","E","C"
"223",3,2017,3,35,3548708,2,3,1,223.227025,237.40817,"B","C","D","A","A","C","B","C","E","A"
"224",3,2017,4,41,4104808,2,3,1,244.348057,271.078155,"A","A","D","A","A","A","B","C","E","B"
"225",3,2017,3,31,3149903,2,3,1,213.960817,155.022431,"A","B","C",NA,"A","B","B","D","B","A"
"226",3,2017,3,35,3554300,2,3,1,255.252411,260.019802,"B","C","D","A","A","B","A","D",NA,"C"
"227",3,2017,1,15,1506807,2,3,2,207.811682,185.471956,"A",NA,"C","A","A","A","C","B","A","C"
"228",3,2017,2,26,2601102,2,3,1,149.971033,171.7225,"A","B","D","C","A","B","B","A","A","A"
"229",3,2017,5,51,5107909,2,2,1,227.60524,262.949454,"A","C","C","A","A","A","C","D","A","A"
"230",3,2017,2,29,2907202,2,3,2,237.379573,251.637462,"B","C","C","B","A","B","A","D","D","C"
"231",3,2017,3,35,3550308,1,3,1,259.261555,298.357691,"A","C","D","A","A","A","A","A","B","A"
"232",3,2017,4,43,4314902,1,2,1,202.061643,172.086638,"A","A","D","A","A","A","A","A","C","C"
"233",3,2017,5,51,5107909,2,2,1,217.495883,172.522431,"B","C","D","B","A","A","B","E","A","B"
"234",3,2017,2,27,2708709,2,3,2,163.374973,140.695439,"A","C","D","A","B","A","A","A","E","A"
"235",3,2017,3,31,3106705,2,3,1,201.113155,255.472793,"B","C","C","B","A",NA,"B","B","A","B"
"236",3,2017,2,21,2111201,2,3,1,247.060744,299.170757,"B","C","D",NA,"A","C","A","B","A","B"
"237",3,2017,1,14,1400100,1,3,1,205.670038,154.808755,"A","A","G","E","A","A","A","A","E","A"
"238",3,2017,3,35,3550308,1,2,1,169.284397,233.180865,"A","C","D","A","A","B","B","A","A","B"
"239",3,2017,3,31,3106200,1,3,1,210.544037,255.176173,"B","C","D","C","A","A","A","B","A","B"
"240",3,2017,2,21,2112209,2,3,1,121.02443,134.828254,"A","C","C","A","A","A","B","D","C","B"
"241",3,2017,3,31,3127909,2,2,1,229.938994,165.585243,"A","F","C","B","A","A","A","C","E","A"
"242",3,2017,3,35,3550308,1,2,1,328.299158,267.762734,"B","A","D","D","A","A","B","D","A","A"
"243",3,2017,3,35,3555406,2,3,1,264.96449,224.397498,"B","A","C","B","A","C","A","A","A","B"
"244",3,2017,1,15,1504703,2,3,1,241.570415,225.844494,"B","C","C","B","A","A","C","A","A","B"
"245",3,2017,3,31,3171303,2,2,1,228.748647,215.358702,"B","B","C","B","A","A","B","D","A","A"
"246",3,2017,3,35,3550308,1,2,1,268.28381,289.618199,"A","C","D","A","C","A","A","C","A","B"
"247",3,2017,2,29,2901601,2,3,2,186.858519,184.207952,"A","E","D","B","A","A","A","A","C","B"
"248",3,2017,2,29,2927002,2,3,1,188.750646,147.754975,"A","C","D","B","A","A","A","A","A","B"
"249",3,2017,5,53,5300108,1,2,1,230.090667,205.204463,"B","C","D","B","A","A","A","B","D","C"
"250",3,2017,3,33,3301702,2,3,1,208.46878,183.374932,"A","C","E","B","A","A","A","C","A","B"
"251",3,2017,3,31,3122306,2,2,1,226.637139,234.037359,"A","A","D","B","A","B","B","D","B","B"
