"","replicate","ANO","REGIAO","UF","MUNICIPIO","AREA","DEPENDENCIA_ADM","LOCALIZACAO","NOTA_LP","NOTA_MT","SEXO","RACA_COR","IDADE","COMPUTADOR","MORA_MÃE","MORA_PAI","REUNIÕES_ESCOLARES","USO_TEMPO_TELAS","AFAZERES_DOM","BIBLIOTECA"
"903",31,2017,4,42,4207502,2,2,1,224.237933,225.253656,"A","A","C","B","A","B","A","B","B","C"
"904",31,2017,4,41,4119400,2,3,1,182.515454,209.776679,"B","A","D","A","A","B","B","B","D","B"
"905",31,2017,3,32,3205101,2,3,1,114.848243,167.181304,"A","D","F","A","A","B","A","B","B","C"
"906",31,2017,3,35,3515301,2,3,1,276.379339,314.219766,"A","C","D","C","A","A","A","C","B","B"
"907",31,2017,1,15,1501402,1,3,1,253.790729,260.617794,"B","C","C","A","A","B","A","E","D","C"
"908",31,2017,2,23,2304400,1,3,1,320.311998,269.840531,"A","C","C","B","A","B","A","D","A","B"
"909",31,2017,2,21,2103802,2,3,2,156.927617,149.144738,"B","B","D","E","A","B","A","A","A","A"
"910",31,2017,2,29,2932606,2,3,1,195.113598,161.349554,"A","A","D","A","A","A","A",NA,"E","A"
"911",31,2017,2,21,2111201,2,3,1,247.060744,299.170757,"B","C","D",NA,"A","C","A","B","A","B"
"912",31,2017,4,42,4216008,2,2,1,181.445872,168.960636,"A","A","D","A","A","A","B","D",NA,"B"
"913",31,2017,4,43,4314902,1,2,1,213.399581,175.727241,"B","A","C","E",NA,"B","B","E","A","C"
"914",31,2017,3,35,3519071,2,3,1,273.569632,221.46002,"A","B","D","A","A","B","B","A","D","B"
"915",31,2017,2,21,2108108,2,3,1,97.847313,184.523855,"A","C","F","B",NA,"A",NA,"E","E","C"
"916",31,2017,2,21,2107506,2,3,2,260.191862,298.56086,"A","C","D","B","B","A","A","E","C","C"
"917",31,2017,2,26,2611101,2,3,2,219.564804,209.21239,"A","C","D","A","A","B","B","C","A","C"
"918",31,2017,4,41,4122008,2,3,1,164.415797,169.141783,"B","C","D","A","A","A","A","A","B","C"
"919",31,2017,3,33,3304557,1,3,1,153.952025,115.455078,"A","C","C","B","A","A","B","D","E","C"
"920",31,2017,1,17,1718402,2,3,1,230.416103,239.512907,"A","C","C","C","A","A","B","D","A","C"
"921",31,2017,1,17,1716109,2,3,1,200.612577,236.7568,"A","C","D","C","C","B","A","A","A","A"
"922",31,2017,4,42,4204608,2,3,2,205.248628,158.19773,"A","C","D","A","A","B","B","E","A","C"
"923",31,2017,1,15,1508209,2,3,1,194.804855,236.960025,"B","C","D","A","A","A","C","B","D","C"
"924",31,2017,1,12,1200609,2,2,1,265.987408,298.539062,"A",NA,"F","B","A","A","A","A","D","C"
"925",31,2017,3,32,3201407,2,3,1,262.568975,251.313454,"B","A","D","A","A","B","A","B","A","C"
"926",31,2017,5,51,5108402,2,3,1,128.640757,162.848587,"A",NA,NA,NA,"A","A",NA,NA,"A","A"
"927",31,2017,3,33,3304557,1,3,1,291.797161,264.262756,"B","C","C","A","C",NA,"C","D","A","C"
"928",31,2017,3,35,3550308,1,3,1,259.261555,298.357691,"A","C","D","A","A","A","A","A","B","A"
"929",31,2017,3,35,3550308,1,2,1,286.582464,298.500272,"A","A","C","C","A","A","A","B","A","B"
"930",31,2017,4,41,4121703,2,3,2,177.634954,179.521939,"B","A","C","A","A","A","B","A","A","B"
"931",32,2017,3,35,3552502,2,2,1,302.169644,265.140098,"B","C","D","A","A","B","A","B","A","B"
"932",32,2017,3,35,3535309,2,3,1,147.783166,197.791632,"A","C","C","B","A","B","A","D","A","A"
"933",32,2017,3,33,3300456,2,3,1,171.152944,184.19219,"B","B","D","A","A","B","B","E","B","B"
"934",32,2017,2,29,2925303,2,3,2,203.719292,194.381138,"A","C","D",NA,"A","A","C","D","E","C"
"935",32,2017,3,35,3550308,1,2,1,258.748746,237.147041,"B","E","D","B","A","A","A","D","A","B"
"936",32,2017,3,31,3172004,2,3,1,171.402076,244.282926,"A","B","D","A","A","B","B","C","B","B"
"937",32,2017,4,43,4307005,2,3,1,148.63524,222.858391,"A","B","D","B","A","C","A","B","C","A"
"938",32,2017,1,15,1506138,2,3,1,232.844067,226.272797,"B","B","D","A","B","A","A","B","A","C"
"939",32,2017,2,21,2100709,2,3,2,123.127013,178.297394,"A","A","D",NA,"B","A",NA,NA,NA,"A"
"940",32,2017,1,13,1304062,2,3,1,168.850262,155.316425,"A","E","C","A","A","B","A","A","C","C"
"941",32,2017,1,15,1508100,2,3,2,144.188544,188.431679,"A","C","E","A","A","A","A","E","A","B"
"942",32,2017,3,31,3142908,2,2,1,248.319407,222.864259,"A","C","D","A","A","A","A","A","B","B"
"943",32,2017,3,35,3524402,2,3,1,216.446575,178.986434,"B","C","D","C","A","C","B","C","A","A"
"944",32,2017,3,32,3205002,2,3,1,249.43009,212.005218,"A","C","D","B","A","B","A","A","A","B"
"945",32,2017,1,13,1302603,1,3,1,279.289039,258.102807,"B","C","C","B","A","B","A","E","D","B"
"946",32,2017,3,31,3154606,2,2,1,152.98161,210.071847,"A",NA,NA,"E","A","A","A","D","B","C"
"947",32,2017,2,23,2305001,2,3,1,174.420311,158.527886,"B","C","D","A","A","A","A","E","E","B"
"948",32,2017,3,35,3549805,2,3,1,246.83084,247.851204,"B","A","C","B","A","A","A","D","B","A"
"949",32,2017,2,29,2933307,2,3,1,261.567488,224.030564,"B","A","C","A","A","B","C","B","A","B"
"950",32,2017,5,50,5003702,2,3,2,167.987445,170.525174,"A","C","G","A","B","C","B","C","C","C"
"951",32,2017,4,41,4104808,2,3,1,303.789444,254.50295,"B","C","C","A","A","B","A","D","A","B"
"952",32,2017,4,42,4204202,2,2,1,240.950119,292.035263,"B","A","D","C","A","A","B","C","A","B"
"953",32,2017,4,43,4300877,2,3,1,240.030776,192.075747,"A","C","C","A","A","A","A","D","A","B"
"954",32,2017,4,42,4214003,2,3,1,220.48569,209.024033,"B","A","D","A","A","A","B","B","B","B"
"955",32,2017,2,29,2929206,2,3,1,180.104954,153.472649,"A","C","D","A","A","A","A","B","E","A"
"956",32,2017,1,13,1303403,2,2,1,221.737962,199.522673,"B","C","C","A","A","A","A","C","A","B"
"957",32,2017,3,35,3509700,2,3,1,258.684893,277.674065,"A","F","D","D","A","A","A","C","B","B"
"958",32,2017,3,31,3117108,2,3,1,269.461651,326.578845,"A","A","C","C","A","A","A","D","E","A"
"959",32,2017,3,35,3520509,2,3,1,283.293666,238.53032,"B","A","C","B","A","A","A","A","A","C"
"960",32,2017,3,35,3547809,2,3,1,236.828199,292.254193,"A","C","D","B","A","A","A","D","E","A"
"961",33,2017,5,53,5300108,1,2,1,203.246756,220.153873,"A","F","D","B","A","B","C","B","C","C"
"962",33,2017,2,29,2917300,2,3,1,151.729228,172.489622,"A","A","D","A","A","B","C","E","A","B"
"963",33,2017,2,24,2403251,2,3,1,190.130183,237.238145,"A","D","D","A","B","C","B","B","A","A"
"964",33,2017,2,28,2800308,1,2,1,157.525601,206.565665,"A",NA,"D","A","A","A","A","D","A","A"
"965",33,2017,5,50,5008305,2,3,1,221.068577,288.757569,"A","F","E","B","A","C","C","B","A","B"
"966",33,2017,1,15,1502400,2,3,1,184.362018,186.862502,"A","C","D","B","B","A","C","E","A","A"
"967",33,2017,4,41,4106902,1,3,1,209.693726,239.990507,"A","F","C","A","C","C","A","B","A","A"
"968",33,2017,3,35,3518800,2,2,1,140.292066,127.261103,"B","C","D","B","A","A","A","D","A","A"
"969",33,2017,2,29,2913408,2,3,2,150.46748,186.875357,"A","F","D","A","C","A","A","C","D","C"
"970",33,2017,3,31,3162401,2,3,2,232.915579,259.545332,"B","A","D","A","A","A","B","A","A","A"
"971",33,2017,1,13,1302603,1,3,1,230.416434,233.509233,"B","C","D","A","A","A","A","B","C","C"
"972",33,2017,3,31,3157807,2,3,1,120.500657,174.06355,"B","A","D","B","A","B","B","D",NA,"B"
"973",33,2017,1,11,1100130,2,2,1,199.357716,257.907072,"A","D","E","A","A","B","C","A","D","C"
"974",33,2017,1,17,1702109,2,2,1,204.204719,252.977313,"B","C","C","A","A","A","A","D","A","B"
"975",33,2017,3,31,3171600,2,2,1,208.584642,226.271903,"A","C","D","A","A","A","B","A","A","A"
"976",33,2017,2,29,2905107,2,3,1,140.089874,194.023986,"A","C","E","B","B","B","B","B","A","A"
"977",33,2017,2,23,2311405,2,3,1,237.992267,317.903574,"A","C","D","A","B","A","A","E","A","A"
"978",33,2017,4,42,4209102,2,2,1,231.006649,241.610099,"B","A","C","D","A","B","A","B","A","A"
"979",33,2017,3,35,3550308,1,3,1,258.702633,238.03081,"A","C","D","B","A","C","A",NA,"A","A"
"980",33,2017,1,12,1200401,1,3,1,229.080475,245.587453,"B","A","D","B","B","A","A","D","C","C"
"981",33,2017,4,43,4317301,2,3,1,185.12699,150.317638,"A","C","F","A","A","A","A","A","B","C"
"982",33,2017,3,31,3132404,2,3,1,300.08122,312.541152,"B","F","D","B","A","A","A","B","A","B"
"983",33,2017,3,35,3518800,2,3,1,156.691928,209.983928,"A","C","D","B","A","A","B","B","C","B"
"984",33,2017,3,31,3165537,2,3,1,273.6331,240.545462,"B","C","D","A","B","C","A","B","B","B"
"985",33,2017,2,22,2202307,2,3,1,205.439472,200.458534,"A","C","H","A","C","C","B","B","D","B"
"986",33,2017,3,35,3539806,2,3,1,273.37036,278.175586,"A","A","C","B","A","A","A","D","E","C"
"987",33,2017,3,35,3513801,2,3,1,219.553124,217.783647,"A","E","E","A","A","C","C","D","E","C"
"988",33,2017,3,35,3518800,2,2,1,180.230347,307.076112,"A","A","C","B","A","C","C","C","B","B"
"989",33,2017,4,41,4118402,2,3,1,323.908438,299.236933,"B","A","D","B","A","B","A","E","E","A"
"990",33,2017,2,21,2105476,2,3,2,300.809388,247.845279,"B","C","C","A","A","A","A","D","B","A"
"991",34,2017,3,35,3550308,1,3,1,140.475913,136.993243,"B","C","D","C","A","B","A","B","B","A"
"992",34,2017,2,26,2612554,2,3,1,109.766432,152.131177,"A","C","E","B","A","A","A","C","B","B"
"993",34,2017,4,41,4106902,1,3,1,235.748039,267.540171,"B","A","C","A","B","B","A","D","A","B"
"994",34,2017,2,23,2305506,2,3,1,191.824965,217.813102,"B","C","D","A","A","B","A","A","A","B"
"995",34,2017,2,27,2708006,2,3,1,234.789139,238.846447,"B","C","D","A","A","C","A","A","A","B"
"996",34,2017,2,21,2111300,1,3,1,228.754652,191.042074,"A","F","C","A","A","A","C","A","D","B"
"997",34,2017,5,51,5106224,2,3,1,229.686116,225.737628,"B","F","D","A","A","A","A","C","A","B"
"998",34,2017,4,43,4309308,2,3,1,305.750271,286.113079,"B","C","B","B","A","A","A","D","A","A"
"999",34,2017,2,29,2911709,2,3,1,155.325117,158.000151,"A","D","D","C","A","B","C","E","C","C"
"1000",34,2017,1,13,1302603,1,3,1,211.331101,197.136071,"A","C","C","B","A","B","A","B","C","C"
"1001",34,2017,4,41,4114302,2,3,1,266.435482,283.487705,"A","A","D","E","A","A","A","D","A","C"
"1002",34,2017,3,35,3550308,1,2,1,193.717147,252.783981,"A","A","C","C","A","B","A","D","E","A"
"1003",34,2017,3,35,3541406,2,3,1,187.601453,270.858498,"A","C","D","C","A","A","A","A","C","A"
"1004",34,2017,5,50,5005202,2,3,1,165.601461,222.855764,"A","C","C","B","B","B","C","B","C","A"
"1005",34,2017,3,33,3300456,2,3,1,178.383452,208.688847,"A","F","C","A","A","C","A","A","A","B"
"1006",34,2017,3,35,3529005,2,3,1,213.385808,257.850788,"A","F","C","A","A","B","B","D","E","C"
"1007",34,2017,3,35,3525904,2,3,1,267.164423,336.830001,"B","C","D","B","A","A","A","D","A","B"
"1008",34,2017,1,13,1302603,1,3,1,254.362047,237.463615,"A","C","C","A","A","A","A","B","D","B"
"1009",34,2017,2,28,2804508,2,2,1,155.656503,129.980936,"B","C","E","A","A","A","B","A","A","B"
"1010",34,2017,3,35,3513504,2,3,1,228.562101,253.168576,"A","C","D","B","A","B","A","B","A","A"
"1011",34,2017,3,35,3513801,2,2,1,253.088564,280.876415,"A","A","D","C","A","A","A","D","B","B"
"1012",34,2017,1,15,1506559,2,3,1,114.583575,136.03318,"A","A","D","A","A","A","A","E","A","C"
"1013",34,2017,3,33,3304557,1,3,1,206.538199,179.066975,"B","C","D","B","A","B","B","A","D","C"
"1014",34,2017,3,33,3300233,2,3,1,205.593843,209.875497,"B","F","E","B","A","A","A","A","C","A"
"1015",34,2017,3,35,3525300,2,3,1,229.876849,216.475598,"B","F","D","B","A","A","B","D","B","B"
"1016",34,2017,2,29,2928059,2,3,1,168.707239,144.512829,"B","C","D","A","A","A","A",NA,"C","A"
"1017",34,2017,2,29,2932606,2,3,1,271.431624,279.427295,"A","C","C","C","A","A","C","A","A","B"
"1018",34,2017,3,35,3504909,2,3,1,264.779872,203.425634,"B","C","D","A","A","A","A","D","A","C"
"1019",34,2017,2,23,2304400,1,3,1,138.442417,195.593386,"A","B","D","A","A","B","A","D","C","B"
"1020",34,2017,3,35,3504503,2,3,1,246.428493,248.387323,"B","A","D","C","A","C","C","C","A","C"
"1021",35,2017,5,51,5103403,1,3,1,216.789035,263.42208,"A","C","C","B","A","B","A",NA,NA,"C"
"1022",35,2017,3,35,3510500,2,3,1,272.340224,244.437692,"A","C","C","C","A","C","A","D","A","C"
"1023",35,2017,4,43,4309209,2,3,1,149.591881,144.86551,"A","B","D","A",NA,"A","C","E","A","C"
"1024",35,2017,2,23,2305209,2,3,1,152.790987,166.333026,"B","C","D","A","A","B","A","B","B","A"
"1025",35,2017,4,43,4305108,2,3,1,264.846204,286.213686,"A","C","D","A","A","A","A","D","A","C"
"1026",35,2017,2,21,2111300,1,3,1,190.667123,192.527916,"B","C","D","B","A","A","C","C","B","C"
"1027",35,2017,3,33,3305554,2,3,2,209.696701,261.598145,"A","C","D","B","C","C","B","D","D","B"
"1028",35,2017,3,35,3519600,2,3,1,271.052582,277.778415,"B","A","D","B","A","A","A","C","B","A"
"1029",35,2017,4,41,4106902,1,3,1,182.875214,161.183554,"B","E","D","B","A","A","A","C","E","A"
"1030",35,2017,3,33,3304557,1,3,1,153.952025,115.455078,"A","C","C","B","A","A","B","D","E","C"
"1031",35,2017,2,26,2602902,2,3,2,156.511773,181.976953,"B","F","D","B","A","B","A","A","A","A"
"1032",35,2017,3,33,3300100,2,3,1,181.776873,178.92322,"B","C","D","B","A","A","A","C","A","B"
"1033",35,2017,3,31,3133402,2,3,1,165.660081,178.14341,"A","A","C","B","A","A","A",NA,"A","B"
"1034",35,2017,5,52,5208707,1,3,1,239.272086,220.178689,"A","C","C","A","A","A","B","D","A","C"
"1035",35,2017,3,35,3503208,2,2,1,248.132035,230.707574,"B","A","C","A","A","B","A","B","B","A"
"1036",35,2017,1,12,1200401,1,3,1,321.759136,289.791298,"B","C","D","A","A","A","A","D","A","B"
"1037",35,2017,4,41,4109401,2,3,1,224.827598,226.019661,"B","C","C","A","A","A","A","B","A","B"
"1038",35,2017,3,35,3518503,2,3,1,195.092057,190.271766,"B","B","C","A","A","C","C","D","B","A"
"1039",35,2017,3,35,3550308,1,3,1,285.144968,352.640544,"A","C","D","B","A","B","C","C","A","C"
"1040",35,2017,3,35,3516200,2,3,1,247.23787,286.282042,"A","A","D","B","A","A","A","D","E","B"
"1041",35,2017,4,43,4304606,2,3,1,202.352756,208.382725,"B","F","D","A","A","C","C","A","C","C"
"1042",35,2017,2,23,2303709,2,3,1,249.051488,197.669507,"B","C","C","D","A","A","B","D","B","B"
"1043",35,2017,3,33,3300456,2,3,1,171.152944,184.19219,"B","B","D","A","A","B","B","E","B","B"
"1044",35,2017,4,41,4119954,2,3,1,213.259093,258.452022,"A","C","C","A","A","A","A","B","B","B"
"1045",35,2017,2,29,2927408,1,3,1,228.065985,249.947054,"A","C","C","B","A","A","A","D","D","C"
"1046",35,2017,2,29,2910057,2,3,1,196.543051,264.204125,"A","E","C","A","A","A","C","A","A","C"
"1047",35,2017,2,28,2804508,2,3,1,156.106065,160.536656,"A","B","E","B","A","B","B","D","C","B"
"1048",35,2017,3,35,3522604,2,3,1,198.659187,242.449937,"A","C","D","B","A","B","B","D","A","C"
"1049",35,2017,1,15,1507458,2,3,1,194.266593,190.231803,"A","A","E","A","B","A","A","C","C","A"
"1050",35,2017,2,29,2927408,1,3,1,297.01274,302.961933,"B","F","C","A","C","C","A","D","A","C"
"1051",36,2017,2,22,2211001,1,3,1,203.903799,231.202836,"A","B","C","A","A","A","A","A","C","C"
"1052",36,2017,3,35,3551009,2,3,1,237.175287,248.083045,"A","A","C","A",NA,"B","A","D","E","C"
"1053",36,2017,1,13,1302603,1,2,1,311.147162,300.760726,"A","F","D","C","A","B","A","B","C","B"
"1054",36,2017,4,42,4209102,2,3,1,174.656551,188.287588,"B","A","D","B","A","A","A","E","A","A"
"1055",36,2017,3,35,3550308,1,2,1,277.915507,291.666541,"B","A","D","B","A","B","A","B","C","B"
"1056",36,2017,3,31,3106200,1,3,1,262.808962,252.642965,"B","A","D","D","A","B","A","D","A","B"
"1057",36,2017,1,11,1100148,2,3,2,263.360832,269.61562,"B","C","D","A","A","C","C","D","D","A"
"1058",36,2017,1,15,1505064,2,3,1,233.759113,216.335588,"B","B","D","A","A","B","C","A","C","C"
"1059",36,2017,3,35,3550308,1,3,1,226.062019,202.20366,"A","A","D","B","A","B","A","C","A","B"
"1060",36,2017,5,52,5208707,1,3,1,212.467953,213.151682,"B","A","C","B","A","A","C","D","A","C"
"1061",36,2017,2,29,2932903,2,3,1,257.501212,204.259436,"B","C","D","B","A",NA,"A","A","A","B"
"1062",36,2017,3,35,3518800,2,2,1,180.230347,307.076112,"A","A","C","B","A","C","C","C","B","B"
"1063",36,2017,1,12,1200401,1,3,1,244.770513,251.921507,"B","B","D","B","A","A","A","D","D","B"
"1064",36,2017,3,31,3148301,2,3,1,141.912362,169.583668,"B","B","C","A","A","A","B","E","C","B"
"1065",36,2017,4,43,4305108,2,3,1,274.159847,261.951106,"A","A","D","B","A","A","C","E","A","C"
"1066",36,2017,2,23,2307650,2,3,1,155.274982,198.339879,"A","C","C","A","A","A","A","A","B","C"
"1067",36,2017,2,26,2605202,2,3,1,149.729008,179.200502,"A","C","C","B","B","B","A","A","B","B"
"1068",36,2017,3,33,3304557,1,3,1,165.76294,159.20396,"B",NA,"E","B","B","A","C","D","A","A"
"1069",36,2017,3,33,3304557,1,3,1,257.611013,220.623703,"B","C","D","B","A","A","B","D","A","B"
"1070",36,2017,2,29,2909307,2,3,1,208.323995,228.172465,"A","C","E","B","B",NA,"C","A","C","C"
"1071",36,2017,3,35,3513108,2,3,1,225.948692,228.58646,"B","A","C","A","A","B","A","B","A","B"
"1072",36,2017,3,33,3304557,1,3,1,291.797161,264.262756,"B","C","C","A","C",NA,"C","D","A","C"
"1073",36,2017,1,16,1600303,1,3,1,228.219035,220.978005,"B","B","D","A","A","B","C","C","C","B"
"1074",36,2017,3,35,3530607,2,3,1,174.285663,177.173678,"B","F","D","B","A","B","B","B","A","C"
"1075",36,2017,1,15,1500701,2,3,2,145.017754,133.597616,"B","B","C","A","A","A","A","A","A","C"
"1076",36,2017,2,26,2613602,2,3,1,135.423025,200.496541,"B","C","C","A","A","B","A","A","A","A"
"1077",36,2017,3,32,3203320,2,3,1,272.590568,301.720118,"B","C","D","A","A","B","B","B","A","B"
"1078",36,2017,1,15,1504703,2,3,2,121.353833,153.76055,"B","B",NA,"A","A","A","C","A","D","A"
"1079",36,2017,3,35,3550308,1,2,1,181.224451,221.969591,"A","C","C","A","C","C","A","B","B","A"
"1080",36,2017,3,33,3302403,2,3,1,241.412683,181.276343,"A","C","D","B","A","A","B","B","A","B"
"1081",37,2017,3,35,3550308,1,3,1,185.720015,165.349265,"B","A","D","A","A","A","A","C","C","A"
"1082",37,2017,3,35,3515301,2,3,1,276.379339,314.219766,"A","C","D","C","A","A","A","C","B","B"
"1083",37,2017,3,35,3516309,2,3,1,232.129727,270.565231,"A","A","D","B","A","B","A","C","A","B"
"1084",37,2017,2,21,2103307,2,3,1,162.565982,161.641759,"A","A","E","A","A","B","B","A","D","A"
"1085",37,2017,3,35,3530607,2,3,1,169.631706,171.888388,"B","C","C","A","A","B","C","A","D","A"
"1086",37,2017,3,35,3550308,1,3,1,240.797566,215.957868,"A","C","C","B","A","B","A","C","E","A"
"1087",37,2017,4,43,4322533,2,3,2,157.142151,202.734973,"B","A","E","A","A","A","C","A","A","A"
"1088",37,2017,2,25,2507507,1,3,1,131.739924,141.809038,"A","C","D","B","A","A","B","E","A","B"
"1089",37,2017,4,42,4214805,2,2,1,228.326246,251.159974,"B","D","D","A","A","B","B","A","A","B"
"1090",37,2017,3,35,3510906,2,3,1,213.334185,268.960674,"A","A","C","C","A","A","B","C","A","A"
"1091",37,2017,3,35,3504909,2,3,1,249.340618,224.417395,"B","F","C","B","A","C","A","A","E","C"
"1092",37,2017,2,21,2111631,2,3,2,170.837259,177.100515,"B","D","C","A","A","A","B","A","D","A"
"1093",37,2017,1,15,1500107,2,3,2,218.179371,200.054209,"A","C","D","D","A","A","A","E","B","C"
"1094",37,2017,3,33,3304557,1,3,1,292.314047,304.712761,"A","C","D","B","A","A","A",NA,NA,"B"
"1095",37,2017,3,33,3304110,2,3,1,271.059744,253.28187,"A","A","D","E","A","A","A","D","A","C"
"1096",37,2017,2,29,2913408,2,3,2,150.46748,186.875357,"A","F","D","A","C","A","A","C","D","C"
"1097",37,2017,2,26,2611101,2,3,1,217.652458,232.079227,"B","A","D","B","B","B","B","D","E","C"
"1098",37,2017,2,23,2303709,2,3,1,258.253292,274.336622,"B","A","D","C","B","B","A","D","A","B"
"1099",37,2017,4,42,4204202,2,2,1,258.4324,282.62048,"A","A","D","A","A","A","C","D","B","A"
"1100",37,2017,2,28,2800308,1,2,1,157.525601,206.565665,"A",NA,"D","A","A","A","A","D","A","A"
"1101",37,2017,2,29,2921005,2,3,1,226.975578,215.77633,"A","A","C","A","A","A","A","A","C","A"
"1102",37,2017,3,35,3534401,2,3,1,223.600889,265.025072,"B","C","C","B","A","B","B","D","A","B"
"1103",37,2017,3,31,3147907,2,2,1,282.051531,329.736874,"A","A","C","B","A","A","A","D","A","B"
"1104",37,2017,2,29,2925402,2,3,1,208.052275,206.764586,"B","A","C","B","A","A","A","A","D","A"
"1105",37,2017,3,35,3548708,2,3,1,223.985606,251.328098,"A","C","D","B","A","C","A","A","E","A"
"1106",37,2017,4,41,4118402,2,3,1,323.908438,299.236933,"B","A","D","B","A","B","A","E","E","A"
"1107",37,2017,3,31,3106200,1,2,1,203.875757,200.606761,"B","C","C","A","A","A","A","B","A","A"
"1108",37,2017,4,43,4316907,2,3,1,280.153344,255.465024,"A","A","C","B","A","B","C","B","B","C"
"1109",37,2017,4,43,4305108,2,3,1,274.159847,261.951106,"A","A","D","B","A","A","C","E","A","C"
"1110",37,2017,5,52,5208707,1,3,1,283.102657,275.871593,"B","C","C","C","A","B","C","A","A","A"
"1111",38,2017,3,35,3520400,2,3,1,219.275729,213.830606,"B","F","E","C","A","B","A","C","E","B"
"1112",38,2017,4,41,4119152,2,3,1,241.772112,258.896031,"A","C","C","B","A","A","B","A","A","C"
"1113",38,2017,5,50,5003702,2,3,1,161.671486,184.624573,"B","C","C","B","A","B","A","B","D","A"
"1114",38,2017,4,43,4309308,2,3,1,305.750271,286.113079,"B","C","B","B","A","A","A","D","A","A"
"1115",38,2017,3,31,3131703,2,3,1,243.110716,187.440093,"B","C","D","D","A","B","A","B","A","B"
"1116",38,2017,3,31,3127800,2,2,1,140.431948,152.016765,"B","C","D","A","A","B","B","A","B","A"
"1117",38,2017,3,31,3152170,2,3,2,150.640693,190.789497,"B","C","B","A","A","A","A","A","B","A"
"1118",38,2017,5,53,5300108,1,2,1,272.311575,269.284067,"A","C","D","B","A","A","A","B","B","C"
"1119",38,2017,3,35,3518800,2,3,1,262.001403,287.001376,"A","A","D","B","A","A","A","D","E","B"
"1120",38,2017,2,29,2905107,2,3,1,140.089874,194.023986,"A","C","E","B","B","B","B","B","A","A"
"1121",38,2017,5,51,5102637,2,3,1,175.01565,210.43034,"A","B","E","A","A","A","B","B","A","A"
"1122",38,2017,3,35,3539806,2,3,1,273.37036,278.175586,"A","A","C","B","A","A","A","D","E","C"
"1123",38,2017,3,35,3556701,2,3,1,302.672371,293.57532,"B","C","D","B","A","C","B","B","A","B"
"1124",38,2017,3,31,3106200,1,2,1,240.368003,261.27274,"A","C","D","B","A","A","A","A","E","C"
"1125",38,2017,5,52,5205109,2,2,1,231.094082,208.276473,"B","A","D","A","A","B","C","A","B","B"
"1126",38,2017,4,41,4104204,2,3,1,293.696174,284.931013,"B","A","B","B","A","A","A","D","A","A"
"1127",38,2017,3,35,3529401,2,2,1,215.074585,251.050872,"B","B","C","B","A","A","A","D","B","C"
"1128",38,2017,3,35,3506003,2,2,1,254.937553,252.88509,"A","A","D","B","A","C","C","D","D","B"
"1129",38,2017,3,33,3306305,2,3,1,158.78509,257.967045,"B","C","C","A","A","A","C","B","B","B"
"1130",38,2017,3,35,3516309,2,3,1,120.190812,153.149479,"B","C","C","A","A","A","A","D","B","C"
"1131",38,2017,2,25,2507507,1,2,1,94.610358,173.929744,"B","B","D","A","A","A","C","B","C","A"
"1132",38,2017,1,15,1507607,2,3,1,261.874799,326.571523,"A","A","D","A","A","B","A","D","C","B"
"1133",38,2017,3,32,3204054,2,3,1,247.854475,218.726215,"A","C","D","A","A","A","A","A","B","B"
"1134",38,2017,2,23,2310209,2,3,1,148.718486,225.082067,"A","C","C","B","A","A","A","D","E","A"
"1135",38,2017,2,21,2106805,2,3,1,181.299544,179.820404,"B","F","C","B","A","B","C","B","B","B"
"1136",38,2017,3,35,3513009,2,3,1,225.629206,229.964206,"B","A","D","A","A","A","A","D","B","A"
"1137",38,2017,3,33,3304557,1,3,1,178.676053,196.404328,"A",NA,"E","B","A","A","B","D","C","B"
"1138",38,2017,4,41,4118006,2,3,1,321.759136,226.891581,"A","A","D","A","A","A","A","B","A","C"
"1139",38,2017,1,15,1508126,2,3,1,227.273082,251.588668,"A","A","D","A","B","B","A","D","E","B"
"1140",38,2017,1,11,1100304,2,2,1,204.875426,244.82905,"A","D","E","C","A","A","C","B","A","A"
"1141",39,2017,3,35,3516200,2,3,1,261.705827,224.501513,"B","A","D","B","A","A","B","D","A","A"
"1142",39,2017,3,35,3549904,2,3,1,238.824562,233.611851,"A","A","C","B","A","A","A","B","A","A"
"1143",39,2017,4,42,4205407,1,2,1,190.958126,238.355992,"A","A","C","B",NA,"B","B","B","D","C"
"1144",39,2017,3,33,3300100,2,3,1,181.776873,178.92322,"B","C","D","B","A","A","A","C","A","B"
"1145",39,2017,1,12,1200401,1,2,1,209.375948,214.268969,"A","D","C","B","A","A","A","B","D","B"
"1146",39,2017,1,12,1200401,1,3,1,187.228251,200.642811,"B","A","D","B","A","A","A","B","A","A"
"1147",39,2017,1,15,1503101,2,3,1,222.292366,231.240451,"B","C","C","A","A","B","C","A","A","C"
"1148",39,2017,2,24,2407807,2,3,2,142.767631,164.800291,"B","C","D","A","A","B","C",NA,"A","C"
"1149",39,2017,4,41,4119954,2,3,1,213.259093,258.452022,"A","C","C","A","A","A","A","B","B","B"
"1150",39,2017,5,52,5214507,2,3,1,155.959737,150.105415,"A","C","C","B","A","A","A","B","A","A"
"1151",39,2017,1,13,1302603,1,3,1,251.335053,249.364153,"B","C","C","C","A","B","A","E","D","C"
"1152",39,2017,3,35,3505708,2,3,1,159.20402,171.325441,"B","C","C","B","A","B","A","A","A","B"
"1153",39,2017,2,21,2105963,2,3,1,207.416773,183.845993,"B","C","C","A","A","A","C","B","C","B"
